GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3004G339200	Protein kinase domain-containing protein	OS02G0810400 PROTEIN (PTHR11909:SF487)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	endocytosis(GO:0006897)	cytoplasm(GO:0005737)
SORBI_3010G198900	Phytosulfokine-alpha					
SORBI_3001G160400	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF251)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3010G073100	2Fe-2S ferredoxin-type domain-containing protein	2FE-2S FERREDOXIN-TYPE DOMAIN-CONTAINING PROTEIN (PTHR23426:SF71)	oxidoreductase(PC00176)	iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)	P450-containing electron transport chain(GO:0140647)	
SORBI_3001G129200	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein					membrane(GO:0016020)
SORBI_3009G123400	Uncharacterized protein	OS08G0113700 PROTEIN (PTHR36023:SF2)			response to hormone(GO:0009725);positive regulation of cell growth(GO:0030307);positive regulation of organ growth(GO:0046622)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
SORBI_3001G376800	RNA helicase	ATP-DEPENDENT RNA HELICASE DDX41-RELATED (PTHR47958:SF103)	RNA helicase(PC00032)	nucleic acid binding(GO:0003676);RNA helicase activity(GO:0003724);ATP binding(GO:0005524);zinc ion binding(GO:0008270)	mRNA splicing, via spliceosome(GO:0000398)	nucleus(GO:0005634);spliceosomal complex(GO:0005681);cytoplasm(GO:0005737)
SORBI_3003G021700	Fe2OG dioxygenase domain-containing protein	OS02G0767300 PROTEIN (PTHR47990:SF36)	oxygenase(PC00177)			
SORBI_3004G107700	Uncharacterized protein					
SORBI_3001G211101	Expansin-like EG45 domain-containing protein	RIPENING-RELATED PROTEIN 6-RELATED (PTHR33191:SF80)				extracellular region(GO:0005576)
SORBI_3001G278500	BHLH domain-containing protein	OS10G0104300 PROTEIN (PTHR31945:SF159)	DNA-binding transcription factor(PC00218)	protein dimerization activity(GO:0046983)		
SORBI_3003G060800	RING-type domain-containing protein	OS11G0142600 PROTEIN (PTHR22765:SF439)	ubiquitin-protein ligase(PC00234)	ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	membrane(GO:0016020)
SORBI_3002G390700	non-specific serine_threonine protein kinase	SERINE_THREONINE-PROTEIN KINASE HASPIN (PTHR24419:SF18)	non-receptor serine/threonine protein kinase(PC00167)	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);histone kinase activity(GO:0035173)	chromatin remodeling(GO:0006338);intracellular signal transduction(GO:0035556)	chromosome(GO:0005694);cytoplasm(GO:0005737)
SORBI_3004G278600	F-box protein	F-BOX PROTEIN (PTHR12874:SF26)		ubiquitin-like ligase-substrate adaptor activity(GO:1990756)	protein ubiquitination(GO:0016567);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	nucleus(GO:0005634);SCF ubiquitin ligase complex(GO:0019005)
SORBI_3004G061200	Transmembrane protein 230	TRANSMEMBRANE PROTEIN 230 (PTHR15664:SF6)				early endosome(GO:0005769);late endosome(GO:0005770);autophagosome(GO:0005776);Golgi apparatus(GO:0005794);endomembrane system(GO:0012505);membrane(GO:0016020);recycling endosome(GO:0055037)
SORBI_3009G044400	Fe2OG dioxygenase domain-containing protein	1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE 5 (PTHR47990:SF135)	oxygenase(PC00177)	1-aminocyclopropane-1-carboxylate oxidase activity(GO:0009815)		
SORBI_3008G109000	Replication protein A C-terminal domain-containing protein	REPLICATION PROTEIN A 32 KDA SUBUNIT B (PTHR13989:SF49)		single-stranded DNA binding(GO:0003697);telomeric repeat DNA binding(GO:0042162)	DNA replication(GO:0006260);nucleotide-excision repair(GO:0006289)	chromosome, telomeric region(GO:0000781);nucleus(GO:0005634);DNA replication factor A complex(GO:0005662);site of double-strand break(GO:0035861)
SORBI_3002G171700	Uncharacterized protein					
SORBI_3002G427550	Ubiquitin-like protease family profile domain-containing protein					
SORBI_3009G095640	Amino acid transporter transmembrane domain-containing protein	OS05G0237800 PROTEIN (PTHR48017:SF232)				membrane(GO:0016020)
SORBI_3001G522700	NAC domain-containing protein	NAC DOMAIN-CONTAINING PROTEIN 76 (PTHR31989:SF170)		DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	
SORBI_3006G049100	Uncharacterized protein	RNA-DIRECTED DNA POLYMERASE (REVERSE TRANSCRIPTASE)-RELATED FAMILY PROTEIN (PTHR36037:SF1)	reverse transcriptase(PC00200)			
SORBI_3004G225800	GRAM domain-containing protein	OS02G0636600 PROTEIN (PTHR31969:SF46)				
SORBI_3004G334900	Uncharacterized protein	OS02G0803600 PROTEIN (PTHR21136:SF104)	SNARE protein(PC00034)		vesicle-mediated transport(GO:0016192)	vacuolar membrane(GO:0005774);membrane(GO:0016020)
SORBI_3009G068600	Uncharacterized protein	OS04G0194466 PROTEIN (PTHR31147:SF8)	transferase(PC00220)	acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)		
SORBI_3003G353900	Uncharacterized protein					
SORBI_3004G167000	Uncharacterized protein					
SORBI_3009G002700	Serpin domain-containing protein	GH10112P-RELATED (PTHR11461:SF211)	protease inhibitor(PC00191)	serine-type endopeptidase inhibitor activity(GO:0004867)		
SORBI_3009G006700	V-type proton ATPase proteolipid subunit	V-TYPE PROTON ATPASE 16 KDA PROTEOLIPID SUBUNIT (PTHR10263:SF61)	ATP synthase(PC00002)	proton transmembrane transporter activity(GO:0015078);proton-transporting ATPase activity, rotational mechanism(GO:0046961)	proton transmembrane transport(GO:1902600)	vacuolar membrane(GO:0005774);membrane(GO:0016020);proton-transporting two-sector ATPase complex, proton-transporting domain(GO:0033177);proton-transporting V-type ATPase, V0 domain(GO:0033179)
SORBI_3009G190600	Uncharacterized protein	CYSTEINE PROTEINASES SUPERFAMILY PROTEIN (PTHR12411:SF414)	cysteine protease(PC00081)	cysteine-type peptidase activity(GO:0008234)	proteolysis(GO:0006508);programmed cell death involved in cell development(GO:0010623)	lysosome(GO:0005764);vacuole(GO:0005773);plasma membrane(GO:0005886)
SORBI_3004G128500	Uncharacterized protein					
SORBI_3001G053900	Nodulin-like domain-containing protein	FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR21576:SF84)				membrane(GO:0016020)
SORBI_3007G022700	PCI domain-containing protein	COP9 SIGNALOSOME COMPLEX SUBUNIT 3 (PTHR10758:SF1)	protease(PC00190)		ubiquitin-dependent protein catabolic process(GO:0006511)	nucleus(GO:0005634);cytoplasm(GO:0005737);COP9 signalosome(GO:0008180)
SORBI_3004G112600	Uncharacterized protein					
SORBI_3007G227300	Phytocyanin domain-containing protein	OS08G0482700 PROTEIN (PTHR33021:SF496)		electron transfer activity(GO:0009055)		membrane(GO:0016020)
SORBI_3003G062300	RING-type domain-containing protein	NF-X1-TYPE ZINC FINGER PROTEIN NFXL1 (PTHR12360:SF1)	zinc finger transcription factor(PC00244)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
SORBI_3004G171350	Uncharacterized protein					
SORBI_3010G262500	Glyceraldehyde-3-phosphate dehydrogenase	GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE 1, CYTOSOLIC (PTHR10836:SF133)	dehydrogenase(PC00092)	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor(GO:0016620);phosphate ion binding(GO:0042301);NADP binding(GO:0050661);NAD binding(GO:0051287);NAD+ binding(GO:0070403)	glucose metabolic process(GO:0006006)	cytoplasm(GO:0005737);protein-containing complex(GO:0032991)
SORBI_3005G141200	Uncharacterized protein	OS11G0541300 PROTEIN (PTHR31549:SF29)				
SORBI_3006G268700	DUF4220 domain-containing protein	DUF4220 DOMAIN-CONTAINING PROTEIN (PTHR31325:SF283)				
SORBI_3002G173400	SANTA domain-containing protein	PROTEIN EMBRYO DEFECTIVE 1674 (PTHR35311:SF1)				nucleus(GO:0005634)
SORBI_3005G210300	Uncharacterized protein					
SORBI_3007G089400	Uncharacterized protein					
SORBI_3010G258000	Peptidyl-prolyl cis-trans isomerase	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE D-RELATED (PTHR11071:SF561)	chaperone(PC00072)	peptidyl-prolyl cis-trans isomerase activity(GO:0003755);cyclosporin A binding(GO:0016018)	protein folding(GO:0006457)	
SORBI_3002G098600	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR47929:SF79)		RNA binding(GO:0003723)	RNA modification(GO:0009451)	
SORBI_3001G064500	Uncharacterized protein	CHAPERONE PROTEIN DNAJ 2-RELATED (PTHR43888:SF28)	chaperone(PC00072)	ATPase activator activity(GO:0001671);ATP binding(GO:0005524);Hsp70 protein binding(GO:0030544);heat shock protein binding(GO:0031072)	protein folding(GO:0006457);response to heat(GO:0009408);cellular response to heat(GO:0034605);protein refolding(GO:0042026)	endoplasmic reticulum(GO:0005783);cytosol(GO:0005829)
SORBI_3008G039200	Uncharacterized protein					
SORBI_3004G348700	Anthocyanin acyltransferase	OS02G0820400 PROTEIN (PTHR31625:SF49)		acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)		
SORBI_3002G264000	Trigger factor ribosome-binding bacterial domain-containing protein	OS09G0515400 PROTEIN (PTHR30560:SF5)	chaperone(PC00072)	peptidyl-prolyl cis-trans isomerase activity(GO:0003755);ribosome binding(GO:0043022);protein folding chaperone(GO:0044183)	protein folding(GO:0006457);protein transport(GO:0015031);protein unfolding(GO:0043335);'de novo' cotranslational protein folding(GO:0051083)	
SORBI_3006G205000	glucose-6-phosphate 1-epimerase	GLUCOSE-6-PHOSPHATE 1-EPIMERASE (PTHR11122:SF48)		isomerase activity(GO:0016853);carbohydrate binding(GO:0030246);glucose-6-phosphate 1-epimerase activity(GO:0047938)	carbohydrate metabolic process(GO:0005975)	
SORBI_3002G110300	UBX domain-containing protein	UBX DOMAIN-CONTAINING PROTEIN (PTHR23322:SF70)	scaffold/adaptor protein(PC00226)		proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	
SORBI_3002G068300	Uncharacterized protein	VESICLE-ASSOCIATED MEMBRANE PROTEIN 721 (PTHR21136:SF176)	SNARE protein(PC00034)		vesicle-mediated transport(GO:0016192)	endosome(GO:0005768);plasma membrane(GO:0005886);membrane(GO:0016020);early endosome membrane(GO:0031901)
SORBI_3001G002800	DUF547 domain-containing protein	OS03G0859900 PROTEIN (PTHR46248:SF6)				
SORBI_3002G089500	Knottin scorpion toxin-like domain-containing protein	DRO1 PROTEIN-RELATED (PTHR33147:SF39)	antimicrobial response protein(PC00051)		defense response(GO:0006952)	
SORBI_3002G274600	Protein kinase domain-containing protein	OS09G0531701 PROTEIN (PTHR27001:SF677)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		
SORBI_3001G146800	Membralin	MEMBRALIN (PTHR21650:SF4)	non-motor microtubule binding protein(PC00166)		response to endoplasmic reticulum stress(GO:0034976);positive regulation of ERAD pathway(GO:1904294)	
SORBI_3001G182500	Uncharacterized protein	GDSL ESTERASE_LIPASE (PTHR45648:SF132)	lipase(PC00143)	hydrolase activity, acting on ester bonds(GO:0016788)		
SORBI_3008G047200	Uncharacterized protein					
SORBI_3007G032300	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33974:SF19)			xylem development(GO:0010089)	
SORBI_3002G260200	Cysteine-rich transmembrane CYSTM domain-containing protein					membrane(GO:0016020)
SORBI_3008G084600	adenylate kinase	ADENYLATE KINASE (PTHR23359:SF182)	nucleotide kinase(PC00172)	AMP kinase activity(GO:0004017);ATP binding(GO:0005524);phosphotransferase activity, phosphate group as acceptor(GO:0016776);nucleobase-containing compound kinase activity(GO:0019205)	purine nucleotide metabolic process(GO:0006163)	mitochondrion(GO:0005739)
SORBI_3007G082000	BTB domain-containing protein	BTB DOMAIN-CONTAINING PROTEIN (PTHR26379:SF482)			protein ubiquitination(GO:0016567)	
SORBI_3003G380300	Cytochrome c domain-containing protein	CYTOCHROME C (PTHR11961:SF12)		electron transfer activity(GO:0009055);heme binding(GO:0020037)	mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122);mitochondrial electron transport, cytochrome c to oxygen(GO:0006123);gibberellic acid homeostasis(GO:0010336)	mitochondrial intermembrane space(GO:0005758)
SORBI_3001G361700	TFIIS N-terminal domain-containing protein	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 26B-RELATED (PTHR46554:SF1)	general transcription factor(PC00259)			nucleus(GO:0005634)
SORBI_3002G227800	Alpha_beta hydrolase fold-3 domain-containing protein	CARBOXYLESTERASE 2-RELATED (PTHR23024:SF577)	deacetylase(PC00087)	hydrolase activity(GO:0016787)		
SORBI_3001G290300	G domain-containing protein	DAR GTPASE 2, MITOCHONDRIAL (PTHR45782:SF1)		GTP binding(GO:0005525)		
SORBI_3004G325300	Amino acid transporter transmembrane domain-containing protein	TRANSMEMBRANE AMINO ACID TRANSPORTER FAMILY PROTEIN (PTHR48017:SF75)				membrane(GO:0016020)
SORBI_3007G083800	Uncharacterized protein					
SORBI_3002G067200	ATPase AAA-type core domain-containing protein			ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)		
SORBI_3004G161650	Uncharacterized protein					
SORBI_3004G244700	Uncharacterized protein					
SORBI_3006G034650	Uncharacterized protein					
SORBI_3008G037300	Uncharacterized protein	PUTATIVE, EXPRESSED-RELATED (PTHR11362:SF77)	protease inhibitor(PC00191)			
SORBI_3001G228500	Uncharacterized protein					
SORBI_3005G093700	Uncharacterized protein					
SORBI_3001G523800	Glycosyl transferase family 3 domain-containing protein	ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE (PTHR43285:SF2)	glycosyltransferase(PC00111)	anthranilate phosphoribosyltransferase activity(GO:0004048);glycosyltransferase activity(GO:0016757)	L-tryptophan biosynthetic process(GO:0000162)	
SORBI_3003G429000	NAD(P)H dehydrogenase (quinone)	NAD(P)H-DEPENDENT FMN REDUCTASE LOT6 (PTHR30543:SF21)	oxidoreductase(PC00176)	NAD(P)H dehydrogenase (quinone) activity(GO:0003955);FMN binding(GO:0010181);oxidoreductase activity(GO:0016491)		cytosol(GO:0005829)
SORBI_3006G161400	STI1 domain-containing protein	OS04G0538000 PROTEIN (PTHR22904:SF535)		Hsp90 protein binding(GO:0051879)		nucleus(GO:0005634);cytoplasm(GO:0005737)
SORBI_3008G166700	Protein kinase domain-containing protein	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE SD1-6 (PTHR47975:SF18)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		
SORBI_3002G062350	rRNA N-glycosylase			rRNA N-glycosylase activity(GO:0030598)	negative regulation of translation(GO:0017148)	
SORBI_3003G425300	Phytochromobilin synthase	PHYTOCHROMOBILIN:FERREDOXIN OXIDOREDUCTASE, CHLOROPLASTIC (PTHR34557:SF1)	oxidoreductase(PC00176)	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor(GO:0016636);cobalt ion binding(GO:0050897)	phytochromobilin biosynthetic process(GO:0010024)	
SORBI_3001G326400	Uncharacterized protein	OS02G0217300 PROTEIN (PTHR47954:SF1)		monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)		
SORBI_3001G208300	Calcineurin-like phosphoesterase domain-containing protein	[ACYL-CARRIER-PROTEIN] PHOSPHODIESTERASE PPTH (PTHR36492:SF2)		hydrolase activity(GO:0016787)		
SORBI_3006G221101	Uncharacterized protein	OS04G0624701 PROTEIN (PTHR35495:SF4)				
SORBI_3010G144600	Uncharacterized protein					
SORBI_3004G225450	Uncharacterized protein					
SORBI_3006G126800	ATP-dependent DNA helicase Q-like 5	ATP-DEPENDENT DNA HELICASE Q4 (PTHR13710:SF108)	DNA helicase(PC00011)	nucleic acid binding(GO:0003676);helicase activity(GO:0004386);ATP binding(GO:0005524);3'-5' DNA helicase activity(GO:0043138)	DNA replication(GO:0006260);DNA recombination(GO:0006310);cellular response to water deprivation(GO:0042631)	nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737)
SORBI_3001G162800	Uncharacterized protein	MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM6 HOMOLOG (PTHR35999:SF1)	primary active transporter(PC00068)			mitochondrial outer membrane translocase complex(GO:0005742)
SORBI_3004G224800	UBC core domain-containing protein	PROTEIN PEROXIN-4 (PTHR24068:SF496)	ubiquitin-protein ligase(PC00234)	ATP binding(GO:0005524);ubiquitin conjugating enzyme activity(GO:0061631)	protein polyubiquitination(GO:0000209)	
SORBI_3002G020500	DUF547 domain-containing protein	ELECTRON TRANSPORTER (PTHR23054:SF55)				
SORBI_3001G434200	Mitochondrial import inner membrane translocase subunit Tim21	MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM21 (PTHR13032:SF6)			protein import into mitochondrial matrix(GO:0030150)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);TIM23 mitochondrial import inner membrane translocase complex(GO:0005744)
SORBI_3002G082400	Protein LURP-one-related 15	PROTEIN LURP-ONE-RELATED 15 (PTHR31087:SF87)				
SORBI_3005G132100	Protein kinase domain-containing protein					membrane(GO:0016020)
SORBI_3003G023901	Myb-like domain-containing protein	OS01G0527900 PROTEIN (PTHR45224:SF16)				
SORBI_3003G307300	Transmembrane protein					
SORBI_3007G090454	Uncharacterized protein					
SORBI_3001G338000	Uncharacterized protein	NAD DEPENDENT EPIMERASE_DEHYDRATASE FAMILY PROTEIN, EXPRESSED (PTHR48107:SF3)	reductase(PC00198)	oxidoreductase activity, acting on CH-OH group of donors(GO:0016614)		
SORBI_3004G222700	Rx N-terminal domain-containing protein	OS02G0631100 PROTEIN (PTHR33399:SF9)		calcium ion binding(GO:0005509)	photosynthesis(GO:0015979)	photosystem II(GO:0009523);chloroplast thylakoid membrane(GO:0009535);photosystem II oxygen evolving complex(GO:0009654);extrinsic component of membrane(GO:0019898)
SORBI_3004G311500	Uncharacterized protein	OS02G0769100 PROTEIN (PTHR31374:SF439)			response to auxin(GO:0009733)	
SORBI_3001G096400	Uncharacterized protein	OS03G0740200 PROTEIN (PTHR33052:SF199)				
SORBI_3009G192600	Tyrosine decarboxylase	OS05G0510600 PROTEIN (PTHR11999:SF175)	decarboxylase(PC00089)	carbon-carbon lyase activity(GO:0016830);carboxy-lyase activity(GO:0016831);pyridoxal phosphate binding(GO:0030170)	amino acid metabolic process(GO:0006520)	
SORBI_3009G215350	Uncharacterized protein					
SORBI_3001G143100	Uncharacterized protein	PROTEIN REVEILLE 3 (PTHR12802:SF146)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677)		
SORBI_3002G056200	40S ribosomal protein S15	SMALL RIBOSOMAL SUBUNIT PROTEIN US19U-RELATED (PTHR11880:SF53)	ribosomal protein(PC00202)	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627)
