GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3001G136800	Uncharacterized protein	DUAL SPECIFICITY PROTEIN PHOSPHATASE 1 (PTHR10159:SF511)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);protein tyrosine phosphatase activity(GO:0004725);protein kinase inhibitor activity(GO:0004860);protein tyrosine/threonine phosphatase activity(GO:0008330);phosphatase activity(GO:0016791);MAP kinase tyrosine/serine/threonine phosphatase activity(GO:0017017);MAP kinase phosphatase activity(GO:0033549);MAP kinase tyrosine phosphatase activity(GO:0033550)	negative regulation of plant-type hypersensitive response(GO:0034051);cellular response to oxidative stress(GO:0034599)	nucleus(GO:0005634);cytoplasm(GO:0005737)
SORBI_3002G044000	Eukaryotic translation initiation factor 3 subunit I	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT I (PTHR19877:SF1)	translation initiation factor(PC00224)	RNA binding(GO:0003723);translation initiation factor activity(GO:0003743)	formation of cytoplasmic translation initiation complex(GO:0001732);cytoplasmic translational initiation(GO:0002183)	"cytoplasm(GO:0005737);eukaryotic translation initiation factor 3 complex(GO:0005852);eukaryotic 43S preinitiation complex(GO:0016282);eukaryotic 48S preinitiation complex(GO:0033290);eukaryotic translation initiation factor 3 complex, eIF3m(GO:0071541)"
SORBI_3003G356850	Uncharacterized protein	SUBTILISIN INHIBITOR 1 (PTHR33091:SF29)	protease inhibitor(PC00191)	serine-type endopeptidase inhibitor activity(GO:0004867)	response to wounding(GO:0009611)	
SORBI_3005G189700	Invertebrate defensins family profile domain-containing protein					
SORBI_3001G000800	SLH domain-containing protein	GPI-ANCHORED ADHESIN-LIKE PROTEIN (PTHR33740:SF3)				
SORBI_3002G043500	Aldehyde oxidase	ALDEHYDE OXIDASE 1-RELATED (PTHR11908:SF132)	oxidoreductase(PC00176)	"iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);flavin adenine dinucleotide binding(GO:0050660);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537);FAD binding(GO:0071949)"		
SORBI_3004G206800	Uncharacterized protein					
SORBI_3001G536300	NAB domain-containing protein	KINASE INTERACTING (KIP1-LIKE) FAMILY PROTEIN (PTHR32258:SF26)		actin binding(GO:0003779)		membrane(GO:0016020)
SORBI_3010G113100	Glycosyltransferase	OS04G0326201 PROTEIN (PTHR11926:SF391)	transferase(PC00220)	UDP-glycosyltransferase activity(GO:0008194)		
SORBI_3007G112200	ENT domain-containing protein	PROTEIN EMSY-LIKE 3 (PTHR33432:SF27)			defense response to fungus(GO:0050832)	nucleus(GO:0005634)
SORBI_3008G131700	PsbP C-terminal domain-containing protein	"PSBP DOMAIN-CONTAINING PROTEIN 1, CHLOROPLASTIC (PTHR31407:SF15)"		calcium ion binding(GO:0005509)	photosynthesis(GO:0015979)	photosystem II(GO:0009523);chloroplast thylakoid lumen(GO:0009543);photosystem II oxygen evolving complex(GO:0009654);extrinsic component of membrane(GO:0019898)
SORBI_3001G528700	SURP motif domain-containing protein			RNA binding(GO:0003723)	RNA processing(GO:0006396)	
SORBI_3010G074000	Protein kinase domain-containing protein	LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN (PTHR48007:SF38)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)		membrane(GO:0016020)
SORBI_3001G100900	Uncharacterized protein	PROTEASE DO-LIKE 14 (PTHR18868:SF51)				
SORBI_3003G412500	Secreted protein					
SORBI_3003G365400	Senescence regulator	OS01G0862600 PROTEIN (PTHR33083:SF115)			leaf senescence(GO:0010150)	
SORBI_3009G213300	Serine aminopeptidase S33 domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR42886:SF38)				
SORBI_3008G191000	Lipoxygenase	LIPOXYGENASE (PTHR11771:SF91)	oxygenase(PC00177)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872)"	oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440)	
SORBI_3001G021601	Uncharacterized protein					
SORBI_3001G188500	Demeter RRM-fold domain-containing protein	OS02G0496500 PROTEIN (PTHR46213:SF4)	DNA-binding transcription factor(PC00218)	"catalytic activity(GO:0003824);hydrolase activity(GO:0016787);DNA N-glycosylase activity(GO:0019104);DNA demethylase activity(GO:0035514);catalytic activity, acting on DNA(GO:0140097)"	"DNA repair(GO:0006281);chromosomal 5-methylcytosine DNA demethylation pathway(GO:0141166);chromosomal 5-methylcytosine DNA demethylation, direct 5-methylcytosine excision pathway(GO:0141169)"	
SORBI_3003G121800	CRAL-TRIO domain-containing protein	OS01G0264700 PROTEIN (PTHR45824:SF18)		phosphatidylinositol transfer activity(GO:0008526)	intermembrane lipid transfer(GO:0120009)	
SORBI_3001G357650	Helicase ATP-binding domain-containing protein			transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886)
SORBI_3010G149200	Uncharacterized protein	CAAX AMINO TERMINAL PROTEASE FAMILY PROTEIN (PTHR43592:SF24)	metalloprotease(PC00153)	endopeptidase activity(GO:0004175)	CAAX-box protein maturation(GO:0080120)	chloroplast(GO:0009507)
SORBI_3002G030650	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33088:SF97)				
SORBI_3009G237200	60S ribosomal protein L13	LARGE RIBOSOMAL SUBUNIT PROTEIN EL13 (PTHR11722:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625)
SORBI_3007G018700	Kinesin-like protein	KINESIN HEAVY CHAIN (PTHR24115:SF9)	microtubule binding motor protein(PC00156)	nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);plus-end-directed microtubule motor activity(GO:0008574)	microtubule-based movement(GO:0007018);cytoskeleton-dependent intracellular transport(GO:0030705)	kinesin complex(GO:0005871)
SORBI_3010G127600	Peptidase A1 domain-containing protein	PEPTIDASE A1 DOMAIN-CONTAINING PROTEIN (PTHR13683:SF808)	aspartic protease(PC00053)	aspartic-type endopeptidase activity(GO:0004190)	proteolysis(GO:0006508)	
SORBI_3001G038700	CASP-like protein	CASP-LIKE PROTEIN 4B3 (PTHR33573:SF60)				plasma membrane(GO:0005886)
SORBI_3009G113700	Peroxidase	PEROXIDASE 21 (PTHR31235:SF11)	peroxidase(PC00180)	peroxidase activity(GO:0004601);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
SORBI_3006G032800	GH10 domain-containing protein	OS05G0304900 PROTEIN (PTHR31490:SF79)	metalloprotease(PC00153)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);endo-1,4-beta-xylanase activity(GO:0031176)"	carbohydrate metabolic process(GO:0005975);xylan catabolic process(GO:0045493)	
SORBI_3010G140600	BolA-like protein	"PROTEIN BOLA4, CHLOROPLASTIC_MITOCHONDRIAL (PTHR46230:SF4)"			iron-sulfur cluster assembly(GO:0016226)	
SORBI_3006G000200	Uncharacterized protein					
SORBI_3001G360500	Peroxidase	PEROXIDASE 2 (PTHR31235:SF26)	peroxidase(PC00180)	peroxidase activity(GO:0004601);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
SORBI_3010G147100	VHS domain-containing protein	OS06G0332400 PROTEIN (PTHR45898:SF23)	transporter(PC00227)	phosphatidylinositol binding(GO:0035091);ubiquitin binding(GO:0043130)	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043328)	cytoplasm(GO:0005737);membrane(GO:0016020)
SORBI_3007G217800	DUF1618 domain-containing protein	DUF1618 DOMAIN-CONTAINING PROTEIN (PTHR33086:SF96)				
SORBI_3001G226500	60S ribosomal protein L21	60S RIBOSOMAL PROTEIN L21 (PTHR20981:SF6)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625)
SORBI_3001G271801	Uncharacterized protein					
SORBI_3001G115100	Uncharacterized protein					
SORBI_3009G184300	AP2_ERF domain-containing protein	OS05G0497200 PROTEIN (PTHR31677:SF77)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3005G185500	MSP domain-containing protein					
SORBI_3009G252700	Uncharacterized protein					
SORBI_3010G089700	AP2_ERF domain-containing protein	AP2_EREBP TRANSCRIPTION FACTOR SUPERFAMILY PROTEIN-RELATED (PTHR31657:SF35)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3009G085500	AB hydrolase-1 domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR43689:SF1)	serine protease(PC00203)	catalytic activity(GO:0003824)		
SORBI_3004G114600	Uncharacterized protein	OS02G0257200 PROTEIN (PTHR34967:SF1)				
SORBI_3002G091700	MLO-like protein	MLO-LIKE PROTEIN (PTHR31942:SF83)			defense response(GO:0006952)	membrane(GO:0016020)
SORBI_3010G054400	Protein kinase domain-containing protein	OS11G0695000 PROTEIN (PTHR27008:SF497)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)		plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3002G119000	Uncharacterized protein	OS08G0106700 PROTEIN (PTHR47865:SF1)				
SORBI_3004G140400	DNA2_NAM7 helicase-like C-terminal domain-containing protein	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE SUPERFAMILY PROTEIN (PTHR10887:SF488)	RNA helicase(PC00032)	helicase activity(GO:0004386)		chromosome(GO:0005694)
SORBI_3001G212600	Methyltransferase type 11 domain-containing protein	EXPRESSED PROTEIN (PTHR44067:SF5)	methyltransferase(PC00155)	S-adenosylmethionine-dependent methyltransferase activity(GO:0008757)		
SORBI_3003G262200	CHY-type domain-containing protein	"AND RING FINGER DOMAIN PROTEIN, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G08900)-RELATED (PTHR21319:SF0)"	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);ubiquitin protein ligase activity(GO:0061630)	intracellular iron ion homeostasis(GO:0006879)	
SORBI_3001G038300	Trichome birefringence-like N-terminal domain-containing protein	XYLAN O-ACETYLTRANSFERASE 11-RELATED (PTHR32285:SF67)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139)
SORBI_3004G276400	Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1	HELICASE SRCAP (PTHR45685:SF1)		ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)	chromatin remodeling(GO:0006338)	nucleus(GO:0005634)
SORBI_3010G061800	Nodulin-like domain-containing protein	OS06G0179200 PROTEIN (PTHR21576:SF162)				membrane(GO:0016020)
SORBI_3004G207000	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	RECEPTOR-LIKE PROTEIN CLAVATA2 (PTHR48004:SF9)				plasma membrane(GO:0005886)
SORBI_3001G070700	Hexosyltransferase	"LIPOPOLYSACCHARIDE 1,3-GALACTOSYLTRANSFERASE (PTHR13778:SF47)"	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)		
SORBI_3003G078000	Uncharacterized protein					
SORBI_3010G215300	Protein kinase domain-containing protein	CYCLIN-DEPENDENT KINASE B2-2 (PTHR24056:SF178)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);cyclin-dependent protein serine/threonine kinase activity(GO:0004693);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353)	G2/M transition of mitotic cell cycle(GO:0000086);regulation of transcription by RNA polymerase II(GO:0006357);regulation of cell cycle phase transition(GO:1901987)	
SORBI_3007G113200	Uncharacterized protein					
SORBI_3002G251900	J domain-containing protein	OS09G0493800 PROTEIN (PTHR44094:SF22)	chaperone(PC00072)			endoplasmic reticulum(GO:0005783)
SORBI_3008G148600	TF-B3 domain-containing protein	B3 DOMAIN-CONTAINING PROTEIN OS12G0591400 (PTHR31391:SF140)		DNA binding(GO:0003677)		nucleus(GO:0005634)
SORBI_3004G183900	Cyclin N-terminal domain-containing protein	OS02G0600266 PROTEIN (PTHR10177:SF456)	kinase activator(PC00138)	cyclin-dependent protein serine/threonine kinase regulator activity(GO:0016538)		cyclin-dependent protein kinase holoenzyme complex(GO:0000307)
SORBI_3010G095100	Auxin efflux carrier component	AUXIN EFFLUX CARRIER COMPONENT 1 (PTHR31752:SF18)	secondary carrier transporter(PC00258)		auxin-activated signaling pathway(GO:0009734);transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3002G322800	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF37)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3005G100500	DNA-directed RNA polymerase RBP11-like dimerisation domain-containing protein	DNA-DIRECTED RNA POLYMERASE RBP11-LIKE DIMERISATION DOMAIN-CONTAINING PROTEIN (PTHR13946:SF33)	DNA-directed RNA polymerase(PC00019)	DNA-directed RNA polymerase activity(GO:0003899);protein dimerization activity(GO:0046983)	DNA-templated transcription(GO:0006351);transcription elongation by RNA polymerase I(GO:0006362);transcription by RNA polymerase III(GO:0006383)	nucleus(GO:0005634);RNA polymerase I complex(GO:0005736)
SORBI_3001G232600	Uncharacterized protein					
SORBI_3008G081600	KAT8 regulatory NSL complex subunit 2	KAT8 REGULATORY NSL COMPLEX SUBUNIT 2 (PTHR13453:SF1)				histone acetyltransferase complex(GO:0000123);nucleus(GO:0005634);mitochondrion(GO:0005739);NSL complex(GO:0044545)
SORBI_3010G146800	RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog			protein serine/threonine phosphatase activity(GO:0004722);RNA polymerase II CTD heptapeptide repeat phosphatase activity(GO:0008420);RNA polymerase core enzyme binding(GO:0043175);metal ion binding(GO:0046872)	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
SORBI_3001G259400	Protein TIFY	PROTEIN TIFY (PTHR33077:SF64)			response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)	nucleus(GO:0005634)
SORBI_3010G116200	BZIP domain-containing protein	BZIP DOMAIN-CONTAINING PROTEIN (PTHR46324:SF16)	basic leucine zipper transcription factor(PC00056)	DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3001G393600	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31549:SF14)				
SORBI_3007G120100	ABC transporter domain-containing protein	OS08G0398350 PROTEIN (PTHR19229:SF141)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3010G131900	RING-type E3 ubiquitin transferase	IP09428P-RELATED (PTHR11224:SF10)	ubiquitin-protein ligase(PC00234)	metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);protein ubiquitination(GO:0016567)	
SORBI_3002G256300	RING-type domain-containing protein	OS09G0504700 PROTEIN (PTHR47094:SF20)		ubiquitin protein ligase activity(GO:0061630)		
SORBI_3001G454100	Major facilitator superfamily (MFS) profile domain-containing protein	IP12678P (PTHR23500:SF357)	secondary carrier transporter(PC00258)	carbohydrate transmembrane transporter activity(GO:0015144);monosaccharide transmembrane transporter activity(GO:0015145);transmembrane transporter activity(GO:0022857)	monosaccharide transmembrane transport(GO:0015749);transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3009G077300	Protein kinase domain-containing protein	PROTEIN KINASE SUPERFAMILY PROTEIN (PTHR47985:SF24)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		
SORBI_3007G109301	Uncharacterized protein					
SORBI_3006G183600	DUF4005 domain-containing protein	PROTEIN IQ-DOMAIN 22 (PTHR32295:SF11)				cytoplasm(GO:0005737)
SORBI_3008G088200	Uncharacterized protein	70 KDA HEAT SHOCK PROTEIN (PTHR19375:SF555)	Hsp70 family chaperone(PC00027)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183)	protein folding(GO:0006457);protein refolding(GO:0042026)	
SORBI_3010G097700	DYW domain-containing protein	OS03G0441400 PROTEIN (PTHR47928:SF17)		RNA binding(GO:0003723);zinc ion binding(GO:0008270)	RNA modification(GO:0009451);RNA metabolic process(GO:0016070)	
SORBI_3001G454500	Protein OBERON 4	PROTEIN OBERON 4 (PTHR21736:SF20)				nucleus(GO:0005634)
SORBI_3001G072400	Uncharacterized protein					
SORBI_3010G136950	Uncharacterized protein					
SORBI_3001G537500	OBG-type G domain-containing protein	DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 2 (PTHR43127:SF2)		GTPase activity(GO:0003924);GTP binding(GO:0005525)	cytoplasmic translation(GO:0002181)	
SORBI_3002G020700	Phospholipase A-2-activating protein	PHOSPHOLIPASE A-2-ACTIVATING PROTEIN (PTHR19849:SF0)	ubiquitin-protein ligase(PC00234)	ubiquitin binding(GO:0043130)	ubiquitin recycling(GO:0010992);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	nucleus(GO:0005634);cytoplasm(GO:0005737)
SORBI_3001G190700	ABC transporter domain-containing protein	ABC TRANSPORTER G FAMILY MEMBER 50 (PTHR19241:SF601)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3003G413100	Short-chain dehydrogenase_reductase	SHORT-CHAIN DEHYDROGENASE_REDUCTASE (PTHR43490:SF99)	dehydrogenase(PC00092)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"		
SORBI_3010G222050	Uncharacterized protein					
SORBI_3009G039000	Uncharacterized protein	OS06G0173800 PROTEIN (PTHR44042:SF11)		DNA binding(GO:0003677)		
SORBI_3006G036700	Uncharacterized protein					
SORBI_3002G032500	Protein kinase domain-containing protein	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE GHR1 (PTHR48003:SF4)		"protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301);phosphotransferase activity, alcohol group as acceptor(GO:0016773);catalytic activity, acting on a protein(GO:0140096)"	signal transduction(GO:0007165);positive regulation of abscisic acid-activated signaling pathway(GO:0009789);cellular response to oxygen-containing compound(GO:1901701)	plasma membrane(GO:0005886);membrane(GO:0016020)
