Condition	Theme	GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	Best_P_Value	Max_N_Phenotypes	TraitLayers
LIN	Gene expression, RNA, and proteostasis	SORBI_3005G138600	Helicase ATP-binding domain-containing protein	TRANSCRIPTION-REPAIR-COUPLING FACTOR (PTHR14025:SF29)	DNA metabolism protein(PC00009)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);DNA binding(GO:0003677);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	DNA repair(GO:0006281)	4.87e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G115200	Ribonucloprotein	H_ACA RIBONUCLEOPROTEIN COMPLEX SUBUNIT 2 (PTHR23105:SF54)	ribosomal protein(PC00202)	RNA binding(GO:0003723);box H/ACA snoRNA binding(GO:0034513)	mRNA splicing, via spliceosome(GO:0000398);rRNA processing(GO:0006364);rRNA pseudouridine synthesis(GO:0031118);snRNA pseudouridine synthesis(GO:0031120);ribosome biogenesis(GO:0042254)	4.94e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G174500	Nuclear transcription factor Y subunit	NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT ALPHA (PTHR12632:SF6)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	5.01e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G446500	BHLH domain-containing protein	OS03G0229100 PROTEIN (PTHR31945:SF46)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355)	5.11e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G018800	Non-structural maintenance of chromosomes element 1 homolog	NON-STRUCTURAL MAINTENANCE OF CHROMOSOMES ELEMENT 1 HOMOLOG (PTHR20973:SF0)	NA	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	double-strand break repair via homologous recombination(GO:0000724);DNA repair(GO:0006281);DNA recombination(GO:0006310);DNA damage response(GO:0006974)	5.26e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G018900	CID domain-containing protein	ENTH_VHS FAMILY PROTEIN (PTHR12460:SF28)	kinase inhibitor(PC00139)	RNA polymerase II complex binding(GO:0000993)	mRNA processing(GO:0006397);mRNA 3'-end processing(GO:0031124)	5.26e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G130100	PHD-type domain-containing protein	OS06G0309000 PROTEIN (PTHR47527:SF6)	NA	chromatin binding(GO:0003682);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	NA	5.31e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3007G182500	BZIP domain-containing protein	BZIP TRANSCRIPTION FACTOR FAMILY PROTEIN-RELATED (PTHR13690:SF80)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	5.36e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3007G182600	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47924:SF266)	NA	RNA binding(GO:0003723)	RNA modification(GO:0009451)	5.36e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G536400	THO complex subunit 1	HPR1 (PTHR13265:SF0)	RNA metabolism protein(PC00031)	NA	mRNA export from nucleus(GO:0006406);ethylene-activated signaling pathway(GO:0009873);ta-siRNA processing(GO:0010267);regulatory ncRNA-mediated gene silencing(GO:0031047);defense response to fungus(GO:0050832)	5.43e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3007G158100	Ternary complex factor MIP1 leucine-zipper domain-containing protein	TERNARY COMPLEX FACTOR MIP1 LEUCINE-ZIPPER DOMAIN-CONTAINING PROTEIN (PTHR46248:SF18)	NA	NA	NA	5.43e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G044000	BHLH domain-containing protein	TRANSCRIPTION FACTOR LHW (PTHR46196:SF4)	basic helix-loop-helix transcription factor(PC00055)	DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355)	5.48e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G044300	U-box domain-containing protein	U-BOX DOMAIN-CONTAINING PROTEIN (PTHR22849:SF165)	NA	ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)	5.48e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G165100	TF-B3 domain-containing protein	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF135)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	NA	5.66e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G165200	TF-B3 domain-containing protein	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF135)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	NA	5.66e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G165301	TF-B3 domain-containing protein	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF111)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	NA	5.66e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G165401	TF-B3 domain-containing protein	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF111)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	NA	5.66e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G493001	40S ribosomal protein S28	SMALL RIBOSOMAL SUBUNIT PROTEIN ES28 (PTHR10769:SF3)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	ribosomal small subunit assembly(GO:0000028);translation(GO:0006412);maturation of SSU-rRNA(GO:0030490)	5.68e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G493200	Endonuclease_exonuclease_phosphatase domain-containing protein	PROTEIN ANGEL (PTHR12121:SF34)	mRNA polyadenylation factor(PC00146)	RNA binding(GO:0003723);mRNA 3'-UTR binding(GO:0003730);catalytic activity(GO:0003824);nuclease activity(GO:0004518);poly(A)-specific ribonuclease activity(GO:0004535);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	NA	5.68e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G186966	Heat shock factor binding protein	NA	NA	transcription corepressor activity(GO:0003714)	negative regulation of DNA-templated transcription(GO:0045892)	5.88e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G187300	RNA ligase_cyclic nucleotide phosphodiesterase family protein	RNA LIGASE_CYCLIC NUCLEOTIDE PHOSPHODIESTERASE FAMILY PROTEIN (PTHR36039:SF2)	NA	NA	NA	5.88e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G007300	HIT-type domain-containing protein	ZGC:112524 (PTHR13093:SF0)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	zinc ion binding(GO:0008270);nucleosome binding(GO:0031491);metal ion binding(GO:0046872)	chromatin remodeling(GO:0006338)	5.92e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G007500	Uncharacterized protein	ZGC:112524 (PTHR13093:SF0)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	zinc ion binding(GO:0008270);nucleosome binding(GO:0031491);metal ion binding(GO:0046872)	chromatin remodeling(GO:0006338)	5.92e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G008300	Uncharacterized protein	OS07G0540200 PROTEIN (PTHR31728:SF5)	NA	polyubiquitin modification-dependent protein binding(GO:0031593)	NA	5.92e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G125100	Ribosomal protein L46 N-terminal domain-containing protein	LARGE RIBOSOMAL SUBUNIT PROTEIN ML46 (PTHR13124:SF12)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	NA	5.99e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G098850	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	6.11e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G099100	RING-type domain-containing protein	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR42647:SF31)	NA	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	NA	6.11e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3002G099200	RING-type domain-containing protein	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR42647:SF31)	NA	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	NA	6.11e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G152250	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	6.27e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G181100	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR31636:SF215)	NA	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	6.43e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G251800	NAC domain-containing protein	NAC DOMAIN-CONTAINING PROTEIN 10 (PTHR31079:SF20)	NA	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	6.55e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G252000	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS01G0672166 PROTEIN (PTHR47933:SF25)	NA	mRNA binding(GO:0003729)	NA	6.55e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G252100	Homeobox-DDT domain protein RLT1	HOMEOBOX-DDT DOMAIN PROTEIN RLT1 (PTHR36968:SF15)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	6.55e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G185800	Subtilisin-like protease	SUBTILISIN-LIKE PROTEASE SBT1.3 (PTHR10795:SF322)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);system development(GO:0048731)	6.56e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G073800	Carboxypeptidase	SERINE CARBOXYPEPTIDASE-LIKE 20 (PTHR11802:SF254)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);secondary metabolic process(GO:0019748)	6.61e-11	1	SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3007G038300	AP2_ERF domain-containing protein	NA	NA	DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	6.73e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G126100	Histone H2A	HISTONE H2A.7-RELATED (PTHR23430:SF417)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	heterochromatin formation(GO:0031507)	7.11e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3008G126200	Calmodulin-binding protein	EXPRESSED PROTEIN (PTHR31713:SF10)	NA	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);calmodulin binding(GO:0005516);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355);regulation of salicylic acid biosynthetic process(GO:0080142)	7.11e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G096900	Uncharacterized protein	OS02G0224800 PROTEIN (PTHR11034:SF48)	serine protease(PC00203)	NA	NA	7.12e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G148600	WRKY domain-containing protein	WRKY DOMAIN-CONTAINING PROTEIN (PTHR32096:SF128)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	7.31e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G013500	Uncharacterized protein	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC3 (PTHR10917:SF0)	DNA-directed RNA polymerase(PC00019)	DNA-directed RNA polymerase activity(GO:0003899)	DNA-templated transcription(GO:0006351)	7.39e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3009G247500	Transcription repressor	TRANSCRIPTION REPRESSOR (PTHR33057:SF12)	NA	NA	negative regulation of DNA-templated transcription(GO:0045892)	7.78e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3009G247601	PRP1 splicing factor N-terminal domain-containing protein	PRE-MRNA-PROCESSING FACTOR 6 (PTHR11246:SF1)	RNA splicing factor(PC00148)	NA	spliceosomal tri-snRNP complex assembly(GO:0000244);mRNA splicing, via spliceosome(GO:0000398);RNA processing(GO:0006396);gene silencing by siRNA-directed DNA methylation(GO:0080188);positive regulation of primary miRNA processing(GO:2000636)	7.78e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3009G247700	WRKY domain-containing protein	WRKY DNA-BINDING DOMAIN SUPERFAMILY PROTEIN-RELATED (PTHR32096:SF150)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	7.78e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3001G267300	Ubiquitin-like domain-containing protein	UBIQUITIN-RIBOSOMAL PROTEIN ES31X FUSION PROTEIN (PTHR10666:SF493)	NA	mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735);protein tag activity(GO:0031386)	protein ubiquitination(GO:0016567);modification-dependent protein catabolic process(GO:0019941)	7.8e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3003G236701	C3H1-type domain-containing protein	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 9 (PTHR12547:SF153)	RNA metabolism protein(PC00031)	DNA binding(GO:0003677);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	NA	7.89e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3005G189400	BTB domain-containing protein	OS10G0428900 PROTEIN (PTHR26379:SF429)	NA	NA	protein ubiquitination(GO:0016567)	8.06e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3004G113700	C3H1-type domain-containing protein	RING FINGER PROTEIN 113B (PTHR12930:SF0)	RNA splicing factor(PC00148)	DNA binding(GO:0003677);ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	mRNA splicing, via spliceosome(GO:0000398)	8.11e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G163100	B box-type domain-containing protein	AP2-EREBP TRANSCRIPTION FACTOR (PTHR31832:SF80)	NA	transcription cis-regulatory region binding(GO:0000976);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355);photomorphogenesis(GO:0009640)	8.15e-11	1	Individual;SumRatio
LIN	Gene expression, RNA, and proteostasis	SORBI_3006G163600	Myb-like domain-containing protein	OS04G0541100 PROTEIN (PTHR21654:SF24)	NA	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	8.15e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G125500	RING-type domain-containing protein	E3 UBIQUITIN-PROTEIN LIGASE SYNOVIOLIN (PTHR22763:SF184)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ERAD pathway(GO:0036503);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	8.17e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3007G204200	Uncharacterized protein	TRANSCRIPTION FACTOR DUO1 (PTHR47996:SF3)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	NA	8.45e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G138200	DFDF domain-containing protein	TRAILER HITCH, ISOFORM H (PTHR13586:SF0)	RNA metabolism protein(PC00031)	RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA processing(GO:0006397);P-body assembly(GO:0033962);stress granule assembly(GO:0034063)	8.72e-11	1	Individual
LIN	Gene expression, RNA, and proteostasis	SORBI_3010G127550	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	9.6e-11	1	Individual
